"","AlignID","Factor","tmean","FoundIn","4_Blank","109_QC","110_QC","23_QC","29_QC","35_QC","50_QC","56_QC","62_QC","7_QC","77_QC","8_QC","83_QC","90_QC","96_QC","10_GC_Neg","100_MB_CPos2","101_GC_Neg","102_GC_0","103_GC_Pos","104_GC_2","105_GC_A","106_GC_1","107_GC_C","108_GC_B","11_GC_0","12_GC_Pos","13_GC_2","14_GC_A","15_GC_1","16_GC_C","17_GC_B","18_MB_CNeg0","19_MB_CNeg2","20_MB_APos2","21_MB_BPos1","22_MB_APos1","24_MB_ANeg0","25_MB_CPos2","26_MB_BPos0","27_MB_CNeg0","28_MB_APos2","30_MB_ANeg1","31_MB_APos2","32_MB_APos0","33_MB_CNeg0","34_MB_BPos0","37_GC_Neg","38_GC_0","39_GC_Pos","40_GC_2","41_GC_A","42_GC_1","43_GC_C","44_GC_B","45_MB_APos0","46_MB_BPos2","47_MB_ANeg1","48_MB_CNeg2","49_MB_CPos0","51_MB_CNeg2","52_MB_CNeg1","53_MB_BPos1","54_MB_APos1","55_MB_BNeg0","57_MB_APos1","58_MB_ANeg2","59_MB_BPos2","60_MB_CPos2","61_MB_BNeg1","64_GC_Neg","65_GC_0","66_GC_Pos","67_GC_2","68_GC_A","69_GC_1","70_GC_C","71_GC_B","72_MB_ANeg2","73_MB_BPos2","74_MB_CPos0","75_MB_BNeg1","76_MB_ANeg1","78_MB_APos0","79_MB_BNeg1","80_MB_CPos1","81_MB_BPos0","82_MB_ANeg0","85_MB_BPos1","86_MB_CNeg1","87_MB_BNeg2","88_MB_CPos1","89_MB_BNeg0","91_MB_CNeg1","92_MB_CPos0","93_MB_BNeg0","94_MB_ANeg0","95_MB_BNeg2","97_MB_ANeg2","98_MB_CPos1","99_MB_BNeg2"
"34",37,"Factor #37",5.2853,101,40.65217,281.483,117.1961,261.9299,370.2191,307.5957,504.3287,495.6654,73.65217,37.12937,139.0435,72.22491,461.5362,79.95652,420.4468,796,402.4415,167.7168,106,61.45324,186.1273,489.4038,63,170.6957,142.7826,556.3747,255.9561,241.4929,815.584,423.6368,112.0377,90.85889,59.12146,89.26087,1714.397,82.13043,121.2766,308.6588,97.7904,486.863,316.3619,410.7029,81.56522,1337.782,512.4375,94.7543,73.69565,990,330.095,46.26087,235.4205,415.7792,249.0537,256.0842,96.78261,87.13043,115.9509,99.73913,265.8805,355.4182,90.30435,79.91304,168.8576,140.7391,56.08696,65.04348,85.30435,90.45148,97.56522,184.1665,740,247.4009,87.13043,46.72502,82.41829,329.0913,295.9919,107.963,206.8356,180.3284,3824,1451,1316,172.8708,71.86957,263.1298,123.4392,39.3063,195.3274,124,205.4514,148.2194,58.73913,46.97185,64.24626,156.3043,928.5003,36.90815,118.7838,258.6846,57.34783
"35",29,"Factor #29",5.2938,101,131.4748,728,765,1838,2098,1818,2045,1805,1878,1664,1679,1791,1642,1542,1444,1644,1430,766,541,736,833,4310,440.2134,468.1538,1278,2052,1602,1755,2853,1472,1362,1205,1066,988,5867,904,1414,6079,1543,1865,1261,5624,1835,6295,1850,1210,2071,2111,2155,1761,1954,2745,1578,1562,1216,1572,1266,1968,690,1164,813,1224,695,1338,1402,1395,856,982,2002,1226,2166,2044,1423,1873,2822,1331,1354,1006,818,937,1343,699.3984,1405,1147,836,1909,1414,3860,606.6888,1031,437.4964,1499,874,788,874,943,4235,504.6508,523.0427,1409,510.8573
"36",30,"Factor #30",5.2987,101,131.4748,761.9908,652,1838,810,1808,2045,1589,1797,1709,1451,1416,1654,1123,1147,1644,965,624,526,608,632,4310,440.2134,468.1538,964,962,1602,1754,2853,895,1265,979,1077,919,5867,940,1038,2494,1543,1865,1161,552,1835,775,1092,1187,1808,1698,2051,704,1954,2745,1373,1390,975,1572,1042,1968,868,979,859.9201,1088,871,1338,1196,1234,534,982,1992,577,670,2044,1213,1000,2822,1248,1354,767,809,685,1157.675,699.3984,1405,1121,836,1683,1375,1579,606.6888,719,437.4964,1294,929,562,649,857,4235,504.6508,506,1348,510.8573
"37",35,"Factor #35",5.2992,101,131.4748,729.7299,756.283,847,1610.005,1565.941,1078,1319.757,1628.219,727,1628.193,603,1417.042,1025,1476.955,1621,1469.641,823.9732,633.8389,757.3517,855.4146,4255.963,440.2134,468.1538,1248.341,2071.36,1612.564,1778.507,1239,1418.931,1112.239,1208.874,1061.939,1018.083,5532.091,974.3264,1419.555,5051.16,681,1745,1295.564,5297.146,507,6332.2,1451.732,1222.362,2100.422,1994.592,1940.749,1805.505,1985.133,2459.533,1493.967,1595.573,1003.738,1553.036,1285.4,2002.475,901.2083,578,839.7897,1255.98,753.9198,1336.361,1431.5,1263.241,899.2073,908,612,1211.4,2205.016,2078.118,1444.649,1341.095,671,815,819,936.8745,840.0405,990.7291,1077.05,677.181,1302.265,585,874.0916,749,550,3379.524,606.6888,999.9822,437.4964,726,947.9452,814.239,895.0534,965.9016,828,504.6508,523.0427,1194.265,510.8573
"38",31,"Factor #31",5.3002,101,131.4748,761.9908,660,1167,551,1090,1934,812,702,1382,882,1416,1241,1092,1033,1081,868,687,633.8389,663,855.4146,2133,440.2134,468.1538,889,800,817,1777.594,1649,503,711,1205,873,775,911,903,707,1629,1060,1330,565,5297.146,1835,6359.67,1887.22,934,967,2146.94,985,1805.505,1097,781,1462,545,670,894,736,961,874,815,859.9201,533,894.6494,1338,1196,1110,899.2073,833,1889,1273.704,2205.016,2044,912,661,2822,1044,1132,833,818,990.7291,1157.675,699.3984,1433.493,840,874.0916,1086,953,3905.61,606.6888,1064.069,437.4964,1297,912,814.239,895.0534,579,4180,504.6508,523.0427,955,510.8573
"39",40,"Factor #40",5.3015,101,131.4748,589,367.0939,1486.858,1610.005,1754.499,1242.106,836.2667,1761.175,1178.33,1023.909,1363.303,1164.993,1516.724,942.7598,1517.873,1469.641,477.3211,579.2737,683.656,855.4146,2544.718,376.6482,381.9799,678.5576,2020.937,1612.564,1778.507,2625.547,1090.018,1360.804,1013.527,1061.939,948.8224,5930.265,967.4133,1245.207,5440.334,967.7306,1629.272,1295.564,5297.146,1855.764,3229.278,506.6197,1222.362,1324.418,2111,2094.749,1661.098,1993.959,1940.359,1260.663,881.7626,540.7381,1553.036,1151.183,1926.518,894.817,967.8231,583.7897,870.4143,469.9442,1219.249,1449.262,1079.069,899.2073,620.62,1820.421,473.8766,2205.016,600.9939,1112.928,1341.095,2863.268,1086.821,1381.745,936.8745,705.6927,739.1639,1157.675,654.2245,1272,1109.177,807.4829,886.9772,1151.787,3905.61,589,879.504,437.4964,1252.246,655.1477,405.6303,895.0534,953.6407,4074.56,504.6508,458.7384,819.7799,483.2051
"40",42,"Factor #42",5.3016,101,131.4748,614.9039,712.9786,1885.235,1610.005,942.9663,1342,836.2667,1628.219,634,1023.909,1363.303,1164.993,1117.565,837.8251,1432.941,1367.207,823.9732,579.2737,683.656,836.3711,1923.413,440.2134,450.0234,678.5576,1975.565,1585.434,1778.507,1843.495,1314.322,1375.847,1071.961,1105.808,948.8224,4910.482,967.4133,814.3521,5440.334,855.1385,1782.408,735.912,5102.928,1197.113,5867.391,1120.311,1222.362,1324.418,1994.592,1940.749,1805.505,1194.193,1940.359,1260.663,881.7626,540.7381,1553.036,881.487,2002.475,894.817,1005.823,859.9201,1120.023,847.6834,1219.249,1226.129,1050.981,869.5987,1011.707,1452.856,1273.704,2110.601,2014.553,812.4756,1341.095,2247.276,1071.005,1383.005,1009.614,840.0405,517.0769,855.3154,642.0506,1052.449,1149.568,738.8742,501,1324.108,3905.61,482.2975,879.504,437.4964,1227.653,898.9017,772.9782,829.8795,812.1624,4074.56,504.6508,523.0427,819.7799,510.8573
"41",33,"Factor #33",5.3062,101,131.4748,761.9908,712.9786,808,2129.136,526,1078,667,1628.219,900,570,861,1215,669,714,1398,1469.641,823.9732,633.8389,757.3517,855.4146,2185.544,440.2134,468.1538,659,1975.565,511,1778.507,861,1418.931,1375.847,522,635,1018.083,5532.091,671,604,5051.16,922,1229,1295.564,4746.015,1258,6359.67,1451.732,623,759,2146.94,519,1805.505,1352,1940.359,765,1595.573,512,1528.731,1301.661,2002.475,901.2083,798,859.9201,1255.98,894.6494,977,1449.262,535,899.2073,588,927,1273.704,2110.601,1020,546,1508.981,1164,1058,1219,911,840.0405,990.7291,1157.675,699.3984,1433.493,1123,874.0916,922,883,3905.61,606.6888,1064.069,437.4964,1218,567,814.239,895.0534,727,2312,504.6508,523.0427,592,510.8573
"42",39,"Factor #39",5.3165,101,40.65217,219.9202,77.46547,87.50003,122.5591,101.2979,129.7245,152.7931,59.53673,32.3913,174.1714,39.58892,114.5494,79.95652,290.1926,350.1467,96.10747,73.82609,52.65217,54.11097,147.8369,130.2862,63,198.087,159.1171,183.9689,97.23237,114.2177,207.9623,119.1465,83.02039,73.95637,44.82609,50.69565,413.615,81.37082,37.8696,318.6648,107.2385,141.7561,81.87481,194.3406,131.5886,321.6727,147.9745,72.57825,59.85863,484.9777,22.3805,40.91304,92.32002,118.9717,87.34017,99.38462,120.383,49.7496,90.07116,107.4388,67.49278,102.9301,54.3913,111.8281,88.88524,88.93382,47.60981,60,59.65217,82.88319,96.45772,99.20565,409.3247,130.2546,100.2113,66.67236,52.26087,121.0709,81.58316,75.58565,79.31739,79.64584,3945,1626,752,115.4143,71.86957,70.71933,38.90603,48.76135,168.2696,126.1254,192.6152,103.4496,58.73913,43.56522,59.51807,163.3533,224.4135,39.82402,112.1125,110.7915,57.34783
"43",41,"Factor #41",5.3314,101,40.65217,216.3149,74.91992,66.76092,83.0989,39.7973,66.72875,108.3639,59.43478,32.62954,104.8541,34.69614,51.73123,79.95652,281.7523,22.64654,35.94021,73.82609,52.65217,38.20247,145.4956,73.69019,70.86957,170.6957,139.0145,139.709,63.44147,71.63292,104.1108,74.4519,24.8326,45.48411,52.52174,50.69565,165.6045,53.92632,36.10437,35.93718,62.65036,93.68634,42.5162,150.7969,73.90345,42.20548,96.51478,75.09633,70.74601,479.252,29.47596,40.91304,65.60853,84.91561,29.31279,56.61323,93.85216,50.94374,54.29743,71.67452,30.64146,67.26685,54.51403,84.53077,82.41715,41.26201,36.87251,68.37054,28.52979,66.80303,65.94035,92.47443,386.252,121.0699,89.13497,54.67199,52.26087,99.01818,49.12981,9.171383,43.83864,70.68034,3945,969,684,111.5965,71.86957,41.34312,36.79827,48.76316,164.5976,124.3135,191.9299,100.7219,58.73913,43.85893,59.25438,157.6339,90.72657,39.7913,111.9752,95.88737,57.34783
"46",47,"Factor #47",5.5647,101,93.61245,196.7142,234.4489,219.8521,191.9844,229.8452,242.9768,227.5325,301.2927,188.2649,221.2859,102.7499,166.2277,32.53132,268.0009,251.6589,144.1961,79.2737,30.26281,185.2255,17.20485,88.51285,281.1932,682,200.6506,206.0838,305.0446,316.0821,278.8399,146.9869,88.44595,243.6995,122.0913,214.651,199.0754,19.13856,76.7122,191.9887,68.34783,16.58217,133.1333,161.7915,98.51838,115.9703,150.6323,150.1854,49.09868,270.9802,220.9089,291.0064,381.582,308.4267,191.7476,128.8938,284.674,160.4376,451.5094,177.189,313.2788,394.5845,313.2476,110.0522,66.26649,122.7452,39.70228,91.25947,832,485.018,150.9131,557,284.878,189.1369,253.5006,388.6281,266.3107,143.7797,124.7509,252.4922,842,621.0143,364.7059,651,167.9383,124.6498,528,145.789,64.68476,95.10487,60.38049,11.23781,304.5227,142.443,82.04435,76.23239,217.0496,65.50849,52.59089,290.7807,789,170.087,413.3761
"47",48,"Factor #48",5.5653,101,93.61245,196.7142,234.4489,219.8521,191.9844,229.8452,242.9768,227.5325,301.2927,187.1601,221.2859,148.3083,153.2277,187.4904,268.0009,249.6722,144.1961,79.2737,11.62625,185.2255,89.73913,87.47379,281.1932,842.9642,200.6506,205.3217,305.0446,316.0821,278.8399,131.8564,88.44595,246.9604,116.7434,214.651,197.8823,20.64743,56.05892,190.9843,68.34783,14.32578,134.4245,161.2471,98.42865,58.81763,150.6323,148.7595,64.67947,270.9802,220.9089,291.0064,381.582,308.4267,191.7476,128.4931,284.674,160.4376,451.5094,177.189,313.2788,394.5845,313.2476,110.0522,65.92923,122.7452,87.12929,142.5638,754,485.018,150.9131,776,284.878,189.1369,255.999,388.6281,266.3107,121.258,124.7509,252.4922,586,621.0143,364.7059,579,167.9383,124.6498,556,145.789,64.68476,94.29928,60.33053,17.32242,304.5227,141.8567,82.04435,76.26527,220.3105,64.61021,84.07396,275.2155,682,170.087,413.3761
"48",49,"Factor #49",5.5666,101,93.61245,196.7142,234.4489,219.8521,191.9844,229.8452,242.9768,227.5325,297.6405,188.9501,221.2859,169.0807,187.4016,170.0557,268.0009,248.5819,144.1961,79.2737,39.31936,185.2255,95.06561,65.75053,281.1932,758,200.6506,205.6773,305.0446,316.0821,278.8399,146.9869,41.96189,243.6995,122.089,214.651,197.4017,44.64104,37.59157,190.5181,62.13891,15.12275,134.0427,159.5879,94.96344,111.816,148.5018,147.5346,49.11626,270.9802,220.9089,291.0064,381.582,308.4267,191.7476,123.6,284.674,160.4376,436.9007,177.189,235.6701,394.5845,313.2476,110.0522,64.07151,122.7452,87.12929,142.5638,811,483.4093,150.9131,789.1834,284.878,189.1369,255.999,388.6281,266.3107,164.4754,123.4783,252.4922,854.3222,610.1013,364.7059,700.7072,167.9383,124.6498,590.0021,145.789,64.68476,94.59174,12.48856,38.04267,304.5227,142.2966,82.04435,75.26309,239.3975,91.70867,57.99858,290.7807,856,169.5468,413.3761
"49",46,"Factor #46",5.5668,101,70.17934,196.7142,234.4489,219.8521,182.6366,229.8452,242.9768,227.5325,301.2927,190.4995,198.3294,117.8721,153.2277,178.4035,262.1313,138.5204,144.1961,79.2737,19.3847,166.4428,89.73913,87.8446,281.1932,837,190.0854,209.8571,305.0446,316.0821,278.8399,131.8564,85.29579,223.5691,59.73354,214.651,198.5352,24.53889,107.2223,192.2505,68.34783,20.38956,136.4169,162.2385,98.78261,119.9271,150.6323,157.3142,65.3156,270.9802,208.0393,291.0064,381.582,308.4267,191.7476,137.4729,284.674,140.655,451.5094,177.189,313.2788,393.3237,313.2476,110.0522,71.91772,118.3539,53.52808,142.5638,831,485.018,150.9131,792,284.878,156.6236,255.999,388.6281,242.6586,164.4754,124.7509,214.5144,795,621.0143,364.7059,644,78.89487,124.6498,580,145.789,39.18707,95.25946,60.10292,57.27375,283.914,128.0166,60.45912,49.29042,220.3105,75.42309,55.75135,275.2155,859,170.087,413.3761
"50",51,"Factor #51",6.0678,101,40.95652,305.1449,333.1602,233.1271,290.3101,261.3456,204.4684,246.0488,288.4231,195.1104,213.6051,149.1881,232.0347,218.7123,284.0009,173.4952,328.0028,292.736,190.828,340.8905,268.6172,666,41.94644,16.98918,304.9848,227.4782,283.9428,198.6075,315.7086,184.7772,181.4284,122.7391,146.2228,132.5457,555,98.91317,248.217,633.1304,336.2073,246.8952,230.645,609,274.8758,641,371.516,206.3227,210.7563,282.6761,245.735,230.0739,257.8152,360.7757,222.1445,270.6141,74.72694,250.7859,167.2771,249.1525,118.867,228.8883,139.0268,181.0279,100.7465,214.6147,152.6156,225.1802,80.04402,233.4422,273.3479,250.6352,326.0954,277.6056,174.5703,265.0171,425.3174,200.7525,263.6237,96.25911,165.5652,214.1304,240.2689,130.7733,150.9383,236.6965,107.3195,299.7006,190.2272,518.826,62.67859,174.9695,7.698979,286.6064,250.8272,123.6296,216.7928,247.277,582,144.3478,48.7333,293.1286,174.6522
"51",50,"Factor #50",6.0681,101,40.95652,305.1449,333.1602,233.1271,290.3101,261.3456,204.4684,246.0488,288.4231,195.1104,213.6051,149.1881,232.0347,218.7123,284.0009,173.4952,328.0028,292.736,190.828,340.8905,268.6172,683,42.6152,106.7821,304.9848,227.4782,283.9428,198.6075,315.7086,184.7772,181.4284,122.7391,146.2228,132.5457,568,98.91317,248.217,538,336.2073,246.8952,230.645,708,274.8758,614,371.516,206.3227,210.7563,282.6761,245.735,230.0739,257.8152,360.7757,222.1445,270.6141,59.03245,246.612,167.2771,249.1525,118.867,246.8883,139.0268,181.0279,100.7465,214.6147,236.5721,225.1802,37.85418,234.646,273.3479,250.6352,326.0954,277.6056,174.5703,265.0171,425.3174,200.7525,263.6237,93.71164,165.5652,214.1304,240.2689,130.7733,165.6775,236.6965,107.3195,300.6996,190.2272,518.826,62.67859,174.9695,13.56556,286.6064,250.8272,123.6296,216.7928,240.8857,628,144.3478,88.60442,293.1286,174.6522
"53",55,"Factor #55",6.2792,101,7.695346,364.0651,443.5328,238.5016,288.7414,155.1295,315.7181,248.1727,220.7243,134.4348,343.5712,148.1304,324.7197,379.1226,422.2745,66.66905,292.7604,262.5719,254.9304,167.6522,246.1483,606.1292,66.69565,106.4348,519,172.7826,110.2609,119.6087,257.9165,312.7377,217.4354,44.24209,381.0297,266.1082,585.7557,14.46422,338.9797,716.7945,185.8291,85.47826,210.3158,290.5615,229.5347,344.8084,252.9613,215.8735,87.17391,189.0313,237.1491,271.1688,167.2561,360.0136,501.8231,327.5162,82.78261,273.2219,52.60619,361.5531,262.6508,100.9279,356.295,253.1558,16.64968,522.7311,213.087,434.6589,62.65217,64.02888,236.9527,24.63811,282.5412,297.3432,259.0585,271.4788,574.8241,402.4058,315.7912,74.82609,115.9565,88.78261,129.0435,22.4776,451.9183,453.2476,40.85189,613,123.8261,612.5697,19.54999,245.4118,48.22119,634,170.8701,396.9584,121.6522,204.1739,822.5708,29.50739,27.27618,521,76.35757
"54",53,"Factor #53",6.2821,101,33.82416,364.0651,443.5328,238.5016,288.7414,155.1295,315.7181,248.8683,242.2461,134.4348,421.0929,148.1304,374.8936,403.6008,459.0571,66.77829,406.543,262.5719,254.9304,167.6522,246.1483,779,66.69565,106.4348,657,172.7826,110.2609,119.6087,257.9165,320.9985,217.6962,75.74632,424.6384,266.1082,592,51.86957,343.371,772,185.8291,85.47826,210.3158,352.2572,237.8825,344.8084,279.6135,215.8735,87.17391,189.0313,259.9317,271.1688,167.2561,509,535,455.951,82.78261,291.1784,52.4221,371.1184,262.6508,94.11223,356.295,253.1558,40.41719,548,213.087,530,62.65217,63.90433,307.4744,5.512734,282.5412,342.3432,259.0585,284.2179,582,402.4058,407.3999,74.82609,115.9565,107.8696,129.0435,53.10487,462.0487,453.2476,43.66752,858,123.8261,672,60.27145,245.4118,46.21575,693,170.8701,422.1758,121.6522,211.5217,900,76.91304,74.3913,1027,75.6987
"55",56,"Factor #56",6.2829,101,22.22498,364.0651,427.2285,238.5016,288.7414,155.1295,315.7181,248.8683,225.7243,134.4348,362.6582,148.1304,364.1979,403.6008,459.0571,67.27571,381.1082,262.5719,254.9304,147.913,246.1483,506,66.69565,106.4348,626.0769,172.7826,110.2609,119.6087,257.9165,320.9985,217.6962,75.6599,424.6384,266.1082,565.3644,43.05845,343.371,675,185.8291,85.47826,210.3158,335.4311,237.8825,344.8084,279.6135,215.8735,87.17391,189.0313,227.8448,271.1688,167.2561,397.2744,524.9482,455.951,82.78261,291.1784,52.571,371.1184,262.6508,94.12112,343.5559,223.808,40.34783,469.1224,213.087,517.6941,17.86871,64.23374,298.5614,10.19063,282.5412,316.2997,259.0585,271.4788,572.1284,402.4058,365.3999,29.7018,111.1304,89.22273,129.0435,7.082009,433.3531,453.2476,8.76956,804.9881,123.8261,572.8306,60.63639,245.4118,18.08284,689.9808,170.8701,422.1758,121.6522,211.5217,900,76.91304,7.259063,965.2244,7.154241
"56",54,"Factor #54",6.2834,101,33.89036,364.0651,443.5328,238.5016,288.7414,155.1295,315.7181,248.8683,242.2461,134.4348,421.0929,148.1304,374.8936,403.6008,459.0571,67.13669,381.1082,262.5719,254.9304,167.6522,246.1483,725,66.69565,106.4348,654.9899,172.7826,110.2609,119.6087,257.9165,320.9985,217.6962,75.71298,424.6384,266.1082,593,51.86957,343.371,652,185.8291,85.47826,210.3158,352.2572,237.8825,344.8084,279.6135,215.8735,87.17391,189.0313,259.9317,271.1688,167.2561,454.7962,524.9482,455.951,82.78261,291.1784,52.42162,371.1184,262.6508,94.11948,356.295,253.1558,40.39349,539.7311,213.087,520.8245,62.65217,64.02421,307.4744,41.68685,282.5412,342.3432,259.0585,284.2179,574.8241,402.4058,407.3999,74.82609,115.9565,107.8696,129.0435,53.14325,462.0487,453.2476,8.747305,573,123.8261,637.6567,60.39273,245.4118,46.24029,703,170.8701,422.1758,121.6522,211.5217,852,76.91304,74.3913,1018.355,75.86256
"58",57,"Factor #57",6.4009,101,17.32632,180.3066,149.8372,190.2112,215.8692,155.2818,157.2108,148.8134,153.3502,161.0435,145.7721,163.78,178.5948,209.3101,144.9226,180.3358,104.2215,73.44331,103.0017,63.07681,56.14702,249.7754,81.34841,61.25275,120.7667,127.5652,110.1307,138.7153,267.8234,206.7769,109.4622,114.8241,274.1322,86.36323,226.1233,77.73913,259.5668,240.4604,92.22475,94.41691,202.5863,233.9772,577,219.127,357.8564,87.48405,76.57662,123.2304,82.49908,94.23139,79.76691,221.4171,160.7343,96.43305,83.20417,313.1572,220.7391,746,38.78376,93.90898,56.7078,60.49249,89.85244,345.1523,158.7795,327.5781,161.3849,97.2294,127.2609,67.86957,162.691,182.8594,109.2167,154.6888,326.6464,228.3713,88.10223,129.1468,59.27452,112.6687,123.8596,42.03273,583,308.8074,74.82609,258.9365,122.4262,209.4289,79.17049,57.19141,87.55248,241.2214,70.30435,72.26114,112.1365,64.98043,180.4821,58.55915,165.0707,232.7819,85.21731
"61",63,"Factor #63",6.4315,101,44.95652,572.731,511.6993,311.5371,242.416,308.1661,334.9619,364.3461,372.0849,162.055,458.2092,200.7767,418.9519,503.6644,487.7351,235.684,553.6989,298.4239,374.1264,262.8808,289.5727,856.4715,62.53711,62.73424,634.9331,216.0711,198.2525,148.7625,271.8254,323.2663,305.0941,100.913,329.9793,252.6494,440.2324,18.91814,430.1324,663.8617,251.1994,35.47673,297.2731,386.9091,273.4535,368.0099,325.06,388.8775,22.25837,400.1311,336.0281,242.0324,267.1068,475.7942,505.2579,463.8613,112.0435,343.0285,106.2174,527,324.468,149.2246,411.9833,262.2879,63.91304,557.5877,201.2394,589,52.25762,52.28376,326.4883,22.85941,516.9914,498.1674,357.0298,365.7835,639.606,527,495.1184,122.2208,23.80395,129.8583,65.68824,40.81382,593.1982,524.2455,11.6272,554.5894,127.7292,549.8426,31.92408,353.8351,78.52174,445.2851,317.7509,348.4582,256.5737,251.9963,498.9319,42.15691,51.79658,779.4853,13.24057
"62",60,"Factor #60",6.4421,101,44.95652,614,676,342.624,335.4594,308.1661,342.4837,372.3896,390.6501,164.6203,517,214.081,433.9897,549.0029,521,246.9038,554,329.076,394.996,267.7938,289.5727,673,60.5199,87.48134,1063,216.0711,218.9916,148.7625,271.8254,374.875,305.0941,100.913,355.5011,261.5625,541,78.73913,578.5348,689,251.1994,96.08696,297.2731,436.1692,273.4535,422.923,332.7122,388.8775,65.21739,417.2181,437.1585,324.0324,288.0199,601,530,482.2526,112.0435,380.2024,106.2174,511.6486,324.468,150.9202,415.0703,311.7661,71.34783,602,207.1089,668,78.34783,70.41622,404.9665,55.62269,527.9914,528.95,430.5515,393.5226,849,780,624,142.3947,48.3913,124.2054,104.3899,38.73863,600.652,569,44.52174,914,127.7292,667,8.621093,428.2264,78.92748,1021,317.7509,401.9365,256.5737,251.9963,902,67.43478,17.23023,1057,56.69565
"63",62,"Factor #62",6.4433,101,44.95652,687.5077,606.0446,342.624,335.4594,308.1661,342.4837,372.3896,390.6501,164.6203,497.9918,214.081,433.9897,549.0029,522.7786,246.9038,553.6989,329.076,394.996,267.7938,289.5727,586,60.50764,87.27935,1004.693,216.0711,218.9916,148.7625,271.8254,348.0054,305.0941,100.913,354.2388,261.5625,562.4901,78.73913,578.5348,764.0317,251.1994,96.08696,297.2731,436.1692,273.4535,422.923,332.7122,388.8775,65.21739,417.2181,437.1585,324.0324,288.0199,570.5768,576.6821,478.9048,112.0435,380.2024,106.2174,511.6486,324.468,150.9202,415.0703,311.7661,71.34783,658.5877,207.1089,677.6094,78.34783,70.49733,383.6187,55.53241,527.9914,528.95,430.5515,393.5226,811.0291,504,594.1247,122.2208,29.01007,125.1458,104.018,38.79182,600.652,552.0716,44.52174,717,127.7292,694.7744,78.69565,428.2264,78.87973,627,317.7509,401.9365,256.5737,251.9963,841,24.74785,91.08696,1047.524,56.69565
